ReservaID,FechaReserva,CanalID,CanalVenta,ClienteID,ClienteEmail,ClienteNombre,SeguroSiNo,EstadoReserva
3005181,2025-10-04,CH03,Agencia física,C0594,cliente0594@viajaya.es,Lucía García,Sí,Confirmada
3005182,2025-10-04,CH04,Partner,C0205,cliente0205@viajaya.es,Elena Sánchez,Sí,Confirmada
3005183,2025-10-04,CH04,Partner,C0365,cliente0365@viajaya.es,Lucía López,No,Confirmada
3005184,2025-10-04,CH04,Partner,C0422,cliente0422@viajaya.es,Ana Romero,Sí,Confirmada
3005185,2025-10-04,CH02,Teléfono,C0110,cliente0110@viajaya.es,Ana Hernández,Sí,Confirmada
3005186,2025-10-05,CH02,Teléfono,C0178,cliente0178@viajaya.es,Nuria García,No,Confirmada
3005187,2025-10-05,CH03,Agencia física,C0290,cliente0290@viajaya.es,Carla Díaz,No,Confirmada
3005188,2025-10-05,CH04,Partner,C0642,cliente0642@viajaya.es,Jorge Ruiz,Sí,Confirmada
3005189,2025-10-05,CH03,Agencia física,C0445,cliente0445@viajaya.es,Ana Romero,Sí,Confirmada
3005190,2025-10-05,CH02,Teléfono,C0554,cliente0554@viajaya.es,Jorge Díaz,Sí,Confirmada
3005191,2025-10-05,CH04,Partner,C0394,cliente0394@viajaya.es,Hugo López,No,Confirmada
3005192,2025-10-05,CH04,Partner,C0406,cliente0406@viajaya.es,Pablo Romero,No,Confirmada
3005193,2025-10-05,CH02,Teléfono,C0556,cliente0556@viajaya.es,Lucía García,Sí,Confirmada
3005194,2025-10-06,CH01,Web,C0115,cliente0115@viajaya.es,David Martín,No,Confirmada
3005195,2025-10-06,CH01,Web,C0614,cliente0614@viajaya.es,Mario López,No,Confirmada
3005196,2025-10-06,CH02,Teléfono,C0409,cliente0409@viajaya.es,Laura Pérez,No,Confirmada
3005197,2025-10-06,CH02,Teléfono,C0233,cliente0233@viajaya.es,Laura López,Sí,Confirmada
3005198,2025-10-06,CH03,Agencia física,C0364,cliente0364@viajaya.es,Mario López,Sí,Confirmada
3005199,2025-10-06,CH01,Web,C0241,cliente0241@viajaya.es,Hugo Navarro,Sí,Confirmada
3005200,2025-10-06,CH04,Partner,C0410,cliente0410@viajaya.es,Nuria Martín,Sí,Confirmada
3005201,2025-10-06,CH02,Teléfono,C0584,cliente0584@viajaya.es,Carla García,No,Confirmada
3005202,2025-10-07,CH02,Teléfono,C0547,cliente0547@viajaya.es,Nuria Martín,No,Confirmada
3005203,2025-10-07,CH04,Partner,C0602,cliente0602@viajaya.es,Laura Sánchez,No,Confirmada
3005204,2025-10-07,CH02,Teléfono,C0431,cliente0431@viajaya.es,Bruno Martín,No,Pendiente
3005205,2025-10-08,CH04,Partner,C0410,cliente0410@viajaya.es,Nuria Martín,Sí,Confirmada
3005206,2025-10-08,CH01,Web,C0019,cliente0019@viajaya.es,Elena López,Sí,Confirmada
3005207,2025-10-08,CH02,Teléfono,C0594,cliente0594@viajaya.es,Lucía García,No,Confirmada
3005208,2025-10-08,CH04,Partner,C0300,cliente0300@viajaya.es,Elena García,No,Confirmada
3005209,2025-10-08,CH04,Partner,C0476,cliente0476@viajaya.es,Carla Martín,No,Confirmada
3005210,2025-10-09,CH02,Teléfono,C0224,cliente0224@viajaya.es,Laura Romero,Sí,Confirmada
3005211,2025-10-09,CH01,Web,C0166,cliente0166@viajaya.es,Hugo Navarro,No,Confirmada
3005212,2025-10-09,CH01,Web,C0252,cliente0252@viajaya.es,Sofía Martín,No,Confirmada
3005213,2025-10-09,CH03,Agencia física,C0579,cliente0579@viajaya.es,Laura Díaz,Sí,Confirmada
3005214,2025-10-10,CH02,Teléfono,C0495,cliente0495@viajaya.es,Jorge García,No,Confirmada
3005215,2025-10-10,CH02,Teléfono,C0049,cliente0049@viajaya.es,Nuria Sánchez,Sí,Cancelada
3005216,2025-10-10,CH04,Partner,C0216,cliente0216@viajaya.es,Sofía Hernández,No,Confirmada
3005217,2025-10-10,CH02,Teléfono,C0012,cliente0012@viajaya.es,Mario Pérez,Sí,Confirmada
3005218,2025-10-10,CH01,Web,C0363,cliente0363@viajaya.es,Marta Navarro,No,Pendiente
3005219,2025-10-11,CH04,Partner,C0142,cliente0142@viajaya.es,Mario Martín,Sí,Confirmada
3005220,2025-10-11,CH01,Web,C0620,cliente0620@viajaya.es,Mario Hernández,No,Confirmada
3005221,2025-10-11,CH01,Web,C0533,cliente0533@viajaya.es,Ana Romero,No,Confirmada
3005222,2025-10-11,CH02,Teléfono,C0194,cliente0194@viajaya.es,Jorge Ruiz,No,Confirmada
3005223,2025-10-11,CH01,Web,C0188,cliente0188@viajaya.es,Ana Sánchez,No,Confirmada
3005224,2025-10-12,CH02,Teléfono,C0330,cliente0330@viajaya.es,Bruno García,Sí,Confirmada
3005225,2025-10-12,CH04,Partner,C0132,cliente0132@viajaya.es,Bruno García,No,Confirmada
3005226,2025-10-12,CH01,Web,C0278,cliente0278@viajaya.es,Carla Sánchez,Sí,Confirmada
3005227,2025-10-12,CH04,Partner,C0333,cliente0333@viajaya.es,Lucía Pérez,Sí,Confirmada
3005228,2025-10-13,CH01,Web,C0194,cliente0194@viajaya.es,Jorge Ruiz,Sí,Confirmada
3005229,2025-10-13,CH04,Partner,C0399,cliente0399@viajaya.es,Pablo Romero,No,Confirmada
3005230,2025-10-13,CH01,Web,C0469,cliente0469@viajaya.es,Pablo Navarro,Sí,Confirmada
3005231,2025-10-14,CH02,Teléfono,C0423,cliente0423@viajaya.es,Jorge Romero,Sí,Confirmada
3005232,2025-10-14,CH02,Teléfono,C0472,cliente0472@viajaya.es,Mario Navarro,No,Confirmada
3005233,2025-10-14,CH03,Agencia física,C0306,cliente0306@viajaya.es,Nuria Martín,No,Confirmada
3005234,2025-10-15,CH04,Partner,C0649,cliente0649@viajaya.es,Jorge García,No,Confirmada
3005235,2025-10-15,CH02,Teléfono,C0016,cliente0016@viajaya.es,Mario López,No,Pendiente
3005236,2025-10-15,CH04,Partner,C0359,cliente0359@viajaya.es,Bruno Pérez,No,Confirmada
3005237,2025-10-16,CH04,Partner,C0474,cliente0474@viajaya.es,Carla García,No,Confirmada
3005238,2025-10-16,CH03,Agencia física,C0288,cliente0288@viajaya.es,Elena Navarro,No,Confirmada
3005239,2025-10-16,CH02,Teléfono,C0110,cliente0110@viajaya.es,Ana Hernández,No,Pendiente
3005240,2025-10-16,CH04,Partner,C0260,cliente0260@viajaya.es,Laura Romero,No,Confirmada
3005241,2025-10-16,CH03,Agencia física,C0186,cliente0186@viajaya.es,Nuria Navarro,Sí,Confirmada
3005242,2025-10-16,CH01,Web,C0294,cliente0294@viajaya.es,Pablo García,No,Confirmada
3005243,2025-10-16,CH02,Teléfono,C0101,cliente0101@viajaya.es,Pablo García,No,Confirmada
3005244,2025-10-17,CH02,Teléfono,C0553,cliente0553@viajaya.es,Mario López,No,Confirmada
3005245,2025-10-17,CH03,Agencia física,C0349,cliente0349@viajaya.es,Marta Hernández,No,Confirmada
3005246,2025-10-17,CH01,Web,C0445,cliente0445@viajaya.es,Ana Romero,No,Confirmada
3005247,2025-10-17,CH01,Web,C0610,cliente0610@viajaya.es,Bruno Romero,No,Confirmada
3005248,2025-10-18,CH02,Teléfono,C0595,cliente0595@viajaya.es,Laura Navarro,No,Confirmada
3005249,2025-10-18,CH04,Partner,C0457,cliente0457@viajaya.es,Nuria Pérez,No,Pendiente
3005250,2025-10-18,CH02,Teléfono,C0148,cliente0148@viajaya.es,Laura Díaz,Sí,Confirmada
3005251,2025-10-19,CH03,Agencia física,C0396,cliente0396@viajaya.es,Mario Romero,No,Confirmada
3005252,2025-10-19,CH01,Web,C0604,cliente0604@viajaya.es,Jorge Navarro,No,Confirmada
3005253,2025-10-20,CH03,Agencia física,C0634,cliente0634@viajaya.es,Lucía Hernández,No,Confirmada
3005254,2025-10-20,CH04,Partner,C0164,cliente0164@viajaya.es,Lucía Navarro,Sí,Confirmada
3005255,2025-10-20,CH04,Partner,C0040,cliente0040@viajaya.es,Jorge López,No,Confirmada
3005256,2025-10-21,CH01,Web,C0502,cliente0502@viajaya.es,David Sánchez,No,Confirmada
3005257,2025-10-21,CH01,Web,C0153,cliente0153@viajaya.es,Ana Sánchez,No,Confirmada
3005258,2025-10-21,CH04,Partner,C0023,cliente0023@viajaya.es,Ana Ruiz,Sí,Pendiente
3005259,2025-10-21,CH04,Partner,C0612,cliente0612@viajaya.es,Carla Pérez,No,Confirmada
3005260,2025-10-21,CH02,Teléfono,C0262,cliente0262@viajaya.es,Bruno Sánchez,No,Confirmada
3005261,2025-10-21,CH02,Teléfono,C0211,cliente0211@viajaya.es,Mario Ruiz,Sí,Confirmada
3005262,2025-10-21,CH01,Web,C0457,cliente0457@viajaya.es,Nuria Pérez,No,Confirmada
3005263,2025-10-21,CH01,Web,C0634,cliente0634@viajaya.es,Lucía Hernández,No,Confirmada
3005264,2025-10-22,CH02,Teléfono,C0537,cliente0537@viajaya.es,David Martín,No,Confirmada
3005265,2025-10-22,CH02,Teléfono,C0125,cliente0125@viajaya.es,Mario Ruiz,Sí,Pendiente
3005266,2025-10-22,CH01,Web,C0007,cliente0007@viajaya.es,Hugo Navarro,No,Confirmada
3005267,2025-10-22,CH04,Partner,C0291,cliente0291@viajaya.es,Bruno López,No,Confirmada
3005268,2025-10-22,CH01,Web,C0298,cliente0298@viajaya.es,Bruno Martín,Sí,Pendiente
3005269,2025-10-23,CH01,Web,C0144,cliente0144@viajaya.es,Carla Sánchez,Sí,Pendiente
3005270,2025-10-23,CH03,Agencia física,C0602,cliente0602@viajaya.es,Laura Sánchez,No,Confirmada
3005271,2025-10-23,CH01,Web,C0641,cliente0641@viajaya.es,Marta García,Sí,Pendiente
3005272,2025-10-23,CH02,Teléfono,C0017,cliente0017@viajaya.es,Carla Pérez,Sí,Confirmada
3005273,2025-10-23,CH02,Teléfono,C0357,cliente0357@viajaya.es,Carla Navarro,No,Confirmada
3005274,2025-10-23,CH04,Partner,C0187,cliente0187@viajaya.es,Hugo Hernández,No,Confirmada
3005275,2025-10-24,CH04,Partner,C0104,cliente0104@viajaya.es,Marta Navarro,No,Pendiente
3005276,2025-10-24,CH03,Agencia física,C0521,cliente0521@viajaya.es,Pablo Martín,No,Confirmada
3005277,2025-10-24,CH01,Web,C0260,cliente0260@viajaya.es,Laura Romero,Sí,Pendiente
3005278,2025-10-24,CH03,Agencia física,C0417,cliente0417@viajaya.es,Bruno Ruiz,No,Pendiente
3005279,2025-10-25,CH03,Agencia física,C0349,cliente0349@viajaya.es,Marta Hernández,No,Confirmada
3005280,2025-10-25,CH01,Web,C0412,cliente0412@viajaya.es,Nuria Hernández,No,Confirmada
3005281,2025-10-25,CH02,Teléfono,C0473,cliente0473@viajaya.es,Elena Hernández,No,Confirmada
3005282,2025-10-26,CH02,Teléfono,C0375,cliente0375@viajaya.es,Laura Díaz,No,Confirmada
3005283,2025-10-26,CH02,Teléfono,C0058,cliente0058@viajaya.es,Laura Martín,No,Confirmada
3005284,2025-10-26,CH04,Partner,C0017,cliente0017@viajaya.es,Carla Pérez,Sí,Pendiente
3005285,2025-10-26,CH04,Partner,C0090,cliente0090@viajaya.es,Laura Ruiz,No,Confirmada
3005286,2025-10-26,CH02,Teléfono,C0412,cliente0412@viajaya.es,Nuria Hernández,No,Confirmada
3005287,2025-10-27,CH02,Teléfono,C0060,cliente0060@viajaya.es,Jorge Hernández,No,Confirmada
3005288,2025-10-27,CH03,Agencia física,C0404,cliente0404@viajaya.es,Lucía Díaz,No,Confirmada
3005289,2025-10-27,CH04,Partner,C0115,cliente0115@viajaya.es,David Martín,No,Confirmada
3005290,2025-10-27,CH04,Partner,C0311,cliente0311@viajaya.es,Sofía López,Sí,Confirmada
3005291,2025-10-28,CH03,Agencia física,C0632,cliente0632@viajaya.es,Sofía Díaz,No,Confirmada
3005292,2025-10-28,CH01,Web,C0057,cliente0057@viajaya.es,David Navarro,No,Confirmada
3005293,2025-10-28,CH04,Partner,C0643,cliente0643@viajaya.es,Hugo Pérez,No,Confirmada
3005294,2025-10-28,CH04,Partner,C0600,cliente0600@viajaya.es,Hugo Navarro,Sí,Confirmada
3005295,2025-10-28,CH03,Agencia física,C0373,cliente0373@viajaya.es,Bruno Romero,No,Confirmada
3005296,2025-10-28,CH04,Partner,C0399,cliente0399@viajaya.es,Pablo Romero,Sí,Confirmada
3005297,2025-10-28,CH01,Web,C0162,cliente0162@viajaya.es,Mario Romero,No,Pendiente
3005298,2025-10-29,CH04,Partner,C0535,cliente0535@viajaya.es,Pablo Díaz,Sí,Confirmada
3005299,2025-10-29,CH03,Agencia física,C0474,cliente0474@viajaya.es,Carla García,No,Confirmada
3005300,2025-10-29,CH02,Teléfono,C0114,cliente0114@viajaya.es,Ana López,No,Confirmada
3005301,2025-10-29,CH04,Partner,C0638,cliente0638@viajaya.es,Jorge Pérez,Sí,Confirmada
3005302,2025-10-29,CH02,Teléfono,C0409,cliente0409@viajaya.es,Laura Pérez,No,Confirmada
3005303,2025-10-29,CH03,Agencia física,C0468,cliente0468@viajaya.es,Pablo López,No,Confirmada
3005304,2025-10-30,CH03,Agencia física,C0535,cliente0535@viajaya.es,Pablo Díaz,Sí,Confirmada
3005305,2025-10-30,CH04,Partner,C0122,cliente0122@viajaya.es,Sofía Martín,Sí,Pendiente
3005306,2025-10-30,CH03,Agencia física,C0305,cliente0305@viajaya.es,Nuria Ruiz,Sí,Confirmada
3005307,2025-10-30,CH04,Partner,C0416,cliente0416@viajaya.es,Sofía Pérez,No,Confirmada
3005308,2025-10-30,CH04,Partner,C0278,cliente0278@viajaya.es,Carla Sánchez,No,Confirmada
3005309,2025-10-31,CH03,Agencia física,C0515,cliente0515@viajaya.es,Ana García,No,Confirmada
3005310,2025-10-31,CH02,Teléfono,C0646,cliente0646@viajaya.es,Hugo Romero,No,Confirmada
3005311,2025-10-31,CH04,Partner,C0623,cliente0623@viajaya.es,Mario López,No,Confirmada
3005312,2025-10-31,CH01,Web,C0476,cliente0476@viajaya.es,Carla Martín,No,Confirmada
3005313,2025-11-01,CH02,Teléfono,C0241,cliente0241@viajaya.es,Hugo Navarro,No,Confirmada
3005314,2025-11-01,CH04,Partner,C0153,cliente0153@viajaya.es,Ana Sánchez,Sí,Confirmada
3005315,2025-11-01,CH02,Teléfono,C0335,cliente0335@viajaya.es,David Pérez,Sí,Pendiente
3005316,2025-11-01,CH02,Teléfono,C0106,cliente0106@viajaya.es,Ana Martín,No,Confirmada
3005317,2025-11-01,CH03,Agencia física,C0525,cliente0525@viajaya.es,Jorge Ruiz,No,Confirmada
3005318,2025-11-01,CH04,Partner,C0138,cliente0138@viajaya.es,Jorge Romero,Sí,Confirmada
3005319,2025-11-02,CH04,Partner,C0601,cliente0601@viajaya.es,Marta López,No,Confirmada
3005320,2025-11-02,CH02,Teléfono,C0195,cliente0195@viajaya.es,Bruno Pérez,Sí,Confirmada
3005321,2025-11-02,CH03,Agencia física,C0490,cliente0490@viajaya.es,David Sánchez,No,Confirmada
3005322,2025-11-02,CH04,Partner,C0428,cliente0428@viajaya.es,Carla García,Sí,Confirmada
3005323,2025-11-02,CH04,Partner,C0498,cliente0498@viajaya.es,Marta Romero,No,Confirmada
3005324,2025-11-02,CH02,Teléfono,C0486,cliente0486@viajaya.es,David Ruiz,No,Confirmada
3005325,2025-11-02,CH01,Web,C0343,cliente0343@viajaya.es,Sofía Navarro,No,Pendiente
3005326,2025-11-02,CH02,Teléfono,C0065,cliente0065@viajaya.es,Carla Sánchez,No,Confirmada
3005327,2025-11-02,CH04,Partner,C0140,cliente0140@viajaya.es,Lucía Hernández,Sí,Confirmada
3005328,2025-11-02,CH02,Teléfono,C0336,cliente0336@viajaya.es,Lucía García,No,Confirmada
3005329,2025-11-02,CH03,Agencia física,C0583,cliente0583@viajaya.es,Elena Hernández,Sí,Confirmada
3005330,2025-11-02,CH02,Teléfono,C0495,cliente0495@viajaya.es,Jorge García,No,Confirmada
3005331,2025-11-02,CH02,Teléfono,C0106,cliente0106@viajaya.es,Ana Martín,Sí,Confirmada
3005332,2025-11-03,CH04,Partner,C0335,cliente0335@viajaya.es,David Pérez,No,Confirmada
3005333,2025-11-03,CH01,Web,C0170,cliente0170@viajaya.es,Sofía Díaz,No,Confirmada
3005334,2025-11-03,CH03,Agencia física,C0134,cliente0134@viajaya.es,Hugo Sánchez,No,Confirmada
3005335,2025-11-03,CH02,Teléfono,C0635,cliente0635@viajaya.es,Marta Martín,Sí,Confirmada
3005336,2025-11-03,CH04,Partner,C0288,cliente0288@viajaya.es,Elena Navarro,Sí,Confirmada
3005337,2025-11-03,CH02,Teléfono,C0231,cliente0231@viajaya.es,Carla López,No,Confirmada
3005338,2025-11-04,CH01,Web,C0273,cliente0273@viajaya.es,Bruno Navarro,Sí,Confirmada
3005339,2025-11-04,CH02,Teléfono,C0298,cliente0298@viajaya.es,Bruno Martín,Sí,Cancelada
3005340,2025-11-04,CH04,Partner,C0233,cliente0233@viajaya.es,Laura López,No,Confirmada
3005341,2025-11-04,CH02,Teléfono,C0135,cliente0135@viajaya.es,Laura Pérez,Sí,Confirmada
3005342,2025-11-05,CH03,Agencia física,C0581,cliente0581@viajaya.es,Pablo Ruiz,No,Confirmada
3005343,2025-11-05,CH04,Partner,C0607,cliente0607@viajaya.es,Elena Díaz,No,Confirmada
3005344,2025-11-05,CH04,Partner,C0358,cliente0358@viajaya.es,Jorge Hernández,No,Confirmada
3005345,2025-11-06,CH01,Web,C0387,cliente0387@viajaya.es,David Romero,Sí,Confirmada
3005346,2025-11-06,CH03,Agencia física,C0046,cliente0046@viajaya.es,Pablo Sánchez,Sí,Confirmada
3005347,2025-11-06,CH02,Teléfono,C0131,cliente0131@viajaya.es,Mario Sánchez,No,Pendiente
3005348,2025-11-06,CH03,Agencia física,C0174,cliente0174@viajaya.es,David Hernández,No,Confirmada
3005349,2025-11-06,CH03,Agencia física,C0110,cliente0110@viajaya.es,Ana Hernández,Sí,Confirmada
3005350,2025-11-06,CH04,Partner,C0635,cliente0635@viajaya.es,Marta Martín,Sí,Confirmada
3005351,2025-11-06,CH03,Agencia física,C0555,cliente0555@viajaya.es,Nuria Ruiz,Sí,Confirmada
3005352,2025-11-06,CH01,Web,C0133,cliente0133@viajaya.es,Hugo Romero,No,Confirmada
3005353,2025-11-06,CH04,Partner,C0302,cliente0302@viajaya.es,Nuria Romero,No,Confirmada
3005354,2025-11-07,CH03,Agencia física,C0493,cliente0493@viajaya.es,Hugo Navarro,No,Confirmada
3005355,2025-11-07,CH02,Teléfono,C0634,cliente0634@viajaya.es,Lucía Hernández,No,Confirmada
3005356,2025-11-07,CH02,Teléfono,C0403,cliente0403@viajaya.es,Laura Navarro,Sí,Confirmada
3005357,2025-11-07,CH01,Web,C0431,cliente0431@viajaya.es,Bruno Martín,No,Confirmada
3005358,2025-11-07,CH04,Partner,C0618,cliente0618@viajaya.es,Nuria Martín,No,Confirmada
3005359,2025-11-07,CH03,Agencia física,C0339,cliente0339@viajaya.es,Jorge Ruiz,No,Confirmada
3005360,2025-11-08,CH03,Agencia física,C0211,cliente0211@viajaya.es,Mario Ruiz,No,Confirmada
3005361,2025-11-08,CH01,Web,C0578,cliente0578@viajaya.es,Lucía Pérez,Sí,Pendiente
3005362,2025-11-08,CH03,Agencia física,C0127,cliente0127@viajaya.es,Lucía Navarro,No,Confirmada
3005363,2025-11-08,CH02,Teléfono,C0174,cliente0174@viajaya.es,David Hernández,Sí,Confirmada
3005364,2025-11-08,CH02,Teléfono,C0056,cliente0056@viajaya.es,Sofía Martín,Sí,Confirmada
3005365,2025-11-08,CH04,Partner,C0214,cliente0214@viajaya.es,Hugo Díaz,No,Pendiente
3005366,2025-11-08,CH03,Agencia física,C0225,cliente0225@viajaya.es,Mario García,Sí,Confirmada
3005367,2025-11-09,CH02,Teléfono,C0301,cliente0301@viajaya.es,Hugo Pérez,Sí,Confirmada
3005368,2025-11-09,CH03,Agencia física,C0054,cliente0054@viajaya.es,Ana Sánchez,Sí,Confirmada
3005369,2025-11-09,CH04,Partner,C0574,cliente0574@viajaya.es,Elena Ruiz,No,Pendiente
3005370,2025-11-09,CH03,Agencia física,C0111,cliente0111@viajaya.es,Carla Ruiz,No,Confirmada
3005371,2025-11-09,CH03,Agencia física,C0087,cliente0087@viajaya.es,Nuria Romero,Sí,Pendiente
3005372,2025-11-09,CH02,Teléfono,C0330,cliente0330@viajaya.es,Bruno García,No,Confirmada
3005373,2025-11-09,CH01,Web,C0453,cliente0453@viajaya.es,Laura Martín,Sí,Pendiente
3005374,2025-11-10,CH04,Partner,C0538,cliente0538@viajaya.es,Marta Hernández,Sí,Confirmada
3005375,2025-11-10,CH04,Partner,C0283,cliente0283@viajaya.es,Elena Navarro,No,Confirmada
3005376,2025-11-10,CH02,Teléfono,C0031,cliente0031@viajaya.es,Laura Martín,Sí,Confirmada
3005377,2025-11-10,CH04,Partner,C0248,cliente0248@viajaya.es,Sofía Díaz,No,Confirmada
3005378,2025-11-11,CH01,Web,C0322,cliente0322@viajaya.es,Carla Martín,No,Confirmada
3005379,2025-11-11,CH02,Teléfono,C0399,cliente0399@viajaya.es,Pablo Romero,No,Confirmada
3005380,2025-11-11,CH01,Web,C0274,cliente0274@viajaya.es,Lucía Ruiz,No,Confirmada
3005381,2025-11-11,CH01,Web,C0435,cliente0435@viajaya.es,David Díaz,Sí,Confirmada
3005382,2025-11-11,CH01,Web,C0252,cliente0252@viajaya.es,Sofía Martín,Sí,Cancelada
3005383,2025-11-11,CH02,Teléfono,C0586,cliente0586@viajaya.es,Carla Sánchez,Sí,Confirmada
3005384,2025-11-12,CH03,Agencia física,C0184,cliente0184@viajaya.es,Marta Navarro,Sí,Confirmada
3005385,2025-11-12,CH04,Partner,C0032,cliente0032@viajaya.es,David García,Sí,Pendiente
3005386,2025-11-12,CH04,Partner,C0468,cliente0468@viajaya.es,Pablo López,No,Confirmada
3005387,2025-11-12,CH04,Partner,C0179,cliente0179@viajaya.es,Lucía Sánchez,Sí,Pendiente
3005388,2025-11-12,CH04,Partner,C0490,cliente0490@viajaya.es,David Sánchez,Sí,Confirmada
3005389,2025-11-13,CH01,Web,C0507,cliente0507@viajaya.es,Hugo Martín,No,Confirmada
3005390,2025-11-13,CH04,Partner,C0348,cliente0348@viajaya.es,Ana Ruiz,Sí,Confirmada
3005391,2025-11-13,CH01,Web,C0198,cliente0198@viajaya.es,Ana García,No,Cancelada
3005392,2025-11-13,CH04,Partner,C0192,cliente0192@viajaya.es,Carla García,Sí,Confirmada
3005393,2025-11-14,CH03,Agencia física,C0472,cliente0472@viajaya.es,Mario Navarro,Sí,Cancelada
3005394,2025-11-14,CH01,Web,C0505,cliente0505@viajaya.es,Bruno Pérez,No,Confirmada
3005395,2025-11-14,CH03,Agencia física,C0461,cliente0461@viajaya.es,Hugo Ruiz,No,Pendiente
3005396,2025-11-15,CH04,Partner,C0023,cliente0023@viajaya.es,Ana Ruiz,No,Confirmada
3005397,2025-11-15,CH01,Web,C0453,cliente0453@viajaya.es,Laura Martín,Sí,Confirmada
3005398,2025-11-15,CH02,Teléfono,C0615,cliente0615@viajaya.es,Laura Romero,No,Confirmada
3005399,2025-11-15,CH01,Web,C0327,cliente0327@viajaya.es,Mario Navarro,No,Confirmada
3005400,2025-11-15,CH01,Web,C0084,cliente0084@viajaya.es,Hugo Díaz,No,Confirmada
3005401,2025-11-16,CH01,Web,C0627,cliente0627@viajaya.es,David Navarro,Sí,Confirmada
3005402,2025-11-16,CH03,Agencia física,C0164,cliente0164@viajaya.es,Lucía Navarro,No,Confirmada
3005403,2025-11-17,CH01,Web,C0101,cliente0101@viajaya.es,Pablo García,No,Confirmada
3005404,2025-11-17,CH02,Teléfono,C0162,cliente0162@viajaya.es,Mario Romero,No,Confirmada
3005405,2025-11-17,CH03,Agencia física,C0145,cliente0145@viajaya.es,Sofía Hernández,No,Confirmada
3005406,2025-11-17,CH02,Teléfono,C0330,cliente0330@viajaya.es,Bruno García,No,Confirmada
3005407,2025-11-17,CH02,Teléfono,C0164,cliente0164@viajaya.es,Lucía Navarro,No,Confirmada
3005408,2025-11-17,CH01,Web,C0440,cliente0440@viajaya.es,Mario López,Sí,Pendiente
3005409,2025-11-18,CH01,Web,C0267,cliente0267@viajaya.es,David Pérez,No,Confirmada
3005410,2025-11-18,CH02,Teléfono,C0387,cliente0387@viajaya.es,David Romero,Sí,Confirmada
3005411,2025-11-18,CH01,Web,C0470,cliente0470@viajaya.es,Bruno Díaz,No,Confirmada
3005412,2025-11-18,CH03,Agencia física,C0478,cliente0478@viajaya.es,Elena Ruiz,No,Confirmada
3005413,2025-11-18,CH03,Agencia física,C0252,cliente0252@viajaya.es,Sofía Martín,No,Pendiente
3005414,2025-11-19,CH03,Agencia física,C0086,cliente0086@viajaya.es,Elena Díaz,No,Confirmada
3005415,2025-11-19,CH02,Teléfono,C0178,cliente0178@viajaya.es,Nuria García,Sí,Confirmada
3005416,2025-11-19,CH04,Partner,C0273,cliente0273@viajaya.es,Bruno Navarro,Sí,Confirmada
3005417,2025-11-20,CH03,Agencia física,C0604,cliente0604@viajaya.es,Jorge Navarro,No,Pendiente
3005418,2025-11-20,CH04,Partner,C0006,cliente0006@viajaya.es,Hugo Hernández,Sí,Confirmada
3005419,2025-11-20,CH02,Teléfono,C0340,cliente0340@viajaya.es,Nuria Romero,No,Confirmada
3005420,2025-11-20,CH04,Partner,C0085,cliente0085@viajaya.es,Marta Pérez,Sí,Confirmada
3005421,2025-11-20,CH02,Teléfono,C0619,cliente0619@viajaya.es,Marta Navarro,No,Confirmada
3005422,2025-11-20,CH02,Teléfono,C0551,cliente0551@viajaya.es,Lucía Pérez,No,Pendiente
3005423,2025-11-20,CH04,Partner,C0547,cliente0547@viajaya.es,Nuria Martín,No,Confirmada
3005424,2025-11-20,CH03,Agencia física,C0538,cliente0538@viajaya.es,Marta Hernández,No,Confirmada
3005425,2025-11-21,CH02,Teléfono,C0252,cliente0252@viajaya.es,Sofía Martín,No,Confirmada
3005426,2025-11-21,CH03,Agencia física,C0068,cliente0068@viajaya.es,Pablo Hernández,Sí,Pendiente
3005427,2025-11-21,CH03,Agencia física,C0286,cliente0286@viajaya.es,Nuria Sánchez,No,Confirmada
3005428,2025-11-21,CH04,Partner,C0581,cliente0581@viajaya.es,Pablo Ruiz,Sí,Cancelada
3005429,2025-11-21,CH03,Agencia física,C0250,cliente0250@viajaya.es,Pablo Sánchez,Sí,Confirmada
3005430,2025-11-21,CH03,Agencia física,C0380,cliente0380@viajaya.es,David Pérez,No,Confirmada
3005431,2025-11-21,CH03,Agencia física,C0088,cliente0088@viajaya.es,Ana Pérez,No,Confirmada
3005432,2025-11-21,CH03,Agencia física,C0070,cliente0070@viajaya.es,Hugo Sánchez,No,Confirmada
3005433,2025-11-22,CH02,Teléfono,C0519,cliente0519@viajaya.es,Ana López,Sí,Confirmada
3005434,2025-11-22,CH01,Web,C0333,cliente0333@viajaya.es,Lucía Pérez,No,Confirmada
3005435,2025-11-22,CH01,Web,C0342,cliente0342@viajaya.es,Bruno Hernández,No,Confirmada
3005436,2025-11-22,CH03,Agencia física,C0501,cliente0501@viajaya.es,Sofía Pérez,No,Confirmada
3005437,2025-11-22,CH01,Web,C0487,cliente0487@viajaya.es,Hugo Martín,Sí,Confirmada
3005438,2025-11-22,CH02,Teléfono,C0525,cliente0525@viajaya.es,Jorge Ruiz,No,Confirmada
3005439,2025-11-22,CH03,Agencia física,C0461,cliente0461@viajaya.es,Hugo Ruiz,No,Confirmada
3005440,2025-11-23,CH03,Agencia física,C0555,cliente0555@viajaya.es,Nuria Ruiz,Sí,Cancelada
3005441,2025-11-23,CH03,Agencia física,C0484,cliente0484@viajaya.es,Bruno Hernández,No,Confirmada
